code,股票简称,最新价,最新涨跌幅,涨停,量比,量比强度,市盈率(pe),PE风险等级,所属概念,所属同花顺行业,几天几板,所属概念数量,热门概念数量,是否主流热点,a股市值(不含限售股),市值分组,最新dde大单净额,换手率,换手强度,振幅,首次涨停时间,首次涨停时间,最终涨停时间,最终涨停时间,涨停封单量,涨停封单额,涨停开板次数,封板质量,综合评分,评分等级,市场涨停家数,市场跌停家数,市场情绪分数,当日热门概念,涨停日期,持仓
000547,航天发展,13.78,9.976057462,涨停,1.166291,偏低,-30.73,亏损,海峡两岸;军工信息化;福建自贸区;军民融合;智慧政务;华为欧拉;华为鲲鹏;网络安全;多模态AI;商业航天;元宇宙;安防;数据安全;卫星导航;信创;数字经济;军工;乡村振兴;人工智能;虚拟现实;DeepSeek概念;无人机;央企国企改革;MR(混合现实);低空经济;国企改革;东数西算(算力);华为概念;5G;海工装备;芯片概念;风电;深股通;融资融券,国防军工-军工电子-军工电子Ⅲ,5天5板,32,9,True,21887473000.0,中盘,-669888210.0,11.650908,活跃,4.828797, 09:25:00, 09:31:30, 14:52:09, 09:32:00,22373818,308311212.04,10,较差,12.288441508415293,D,49.0,20.0,43.659834035527375,"国企改革, 海峡两岸, 人工智能, 芯片概念, 锂电池概念",20251119,False
000017,深中华A,8.39,9.96068152,涨停,3.823528,活跃,127.4793,严重高估,黄金概念;锂电池概念;两轮车;2025中报预增;粤港澳大湾区;智能穿戴,纺织服饰-服装家纺-饰品,2天2板,6,1,True,3698496200.0,小盘,6483523.0,13.365367,活跃,10.518731, 09:31:27, 09:57:00, 09:32:15, 10:09:22,8387270,70369195.3,2,良好,11.381453637056183,D,49.0,20.0,43.659834035527375,"国企改革, 海峡两岸, 人工智能, 芯片概念, 锂电池概念",20251119,False
605399,晨光新材,18.95,7.122668174,涨停,1.758356,正常,-122.6056,亏损,有机硅概念;硅能源;专精特新;融资融券,基础化工-化学制品-有机硅,4天2板,3,1,True,5904011400.0,小盘,-8902658.0,12.637548,活跃,13.743781, 09:35:58, 11:17:35, 09:38:52, 14:11:45,,,5,一般,9.928179207003955,D,49.0,20.0,43.659834035527375,"国企改革, 海峡两岸, 人工智能, 芯片概念, 锂电池概念",20251119,False
002321,华英农业,3.6,2.564102564,涨停,1.811641,正常,-174.2094,亏损,养鸡;预制菜;生态农业;农村电商;土地流转;乡村振兴;食品安全;区块链;深股通,农林牧渔-养殖业-其他养殖,2天1板,8,2,True,7647163500.0,小盘,-181479665.0,5.954331,温和,12.225705, 09:30:27, 13:03:37, 09:44:27, 13:03:37,,,2,良好,10.786145069999998,D,49.0,20.0,43.659834035527375,"国企改革, 海峡两岸, 人工智能, 芯片概念, 锂电池概念",20251119,False
600319,亚星化学,10.42,-3.249767874,涨停,0.072917,极低,-21.7598,亏损,钒电池;国企改革;储能,基础化工-化学原料-氯碱,3天2板,3,1,True,4039931800.0,小盘,-181348056.0,0.121534,低迷,0.0, 09:25:01, 09:30:00, 09:36:04, 09:30:00,,,2,良好,2.34080073,D,49.0,20.0,43.659834035527375,"国企改革, 海峡两岸, 人工智能, 芯片概念, 锂电池概念",20251119,False
002086,东方海洋,2.85,-4.362416107,涨停,1.448676,正常,-41.5381,亏损,预制菜;食品安全;幽门螺杆菌概念;猴痘概念;医疗器械概念;基因测序;人民币贬值受益;CRO概念;深股通,医药生物-医疗器械-体外诊断,2天1板,8,1,True,4506665200.0,小盘,-176780566.0,13.53616,活跃,8.856088, 09:25:00, 09:52:14, 09:25:00, 09:52:14,,,1,良好,10.194487200000001,D,49.0,20.0,43.659834035527375,"国企改革, 海峡两岸, 人工智能, 芯片概念, 锂电池概念",20251119,False
600097,开创国际,13.55,-5.178446466,涨停,2.459174,活跃,42.6694,偏高,预制菜;航运概念;国企改革;上海国企改革;上海自贸区;人民币贬值受益,农林牧渔-养殖业-海洋捕捞,4天2板,6,2,True,3264690400.0,小盘,-104250845.0,15.506126,活跃,6.620477, 09:25:01, 09:30:30, 09:39:10, 09:59:15,,,2,良好,12.337682144999999,D,49.0,20.0,43.659834035527375,"国企改革, 海峡两岸, 人工智能, 芯片概念, 锂电池概念",20251119,False
000546,金圆股份,7.2,-5.263157895,涨停,0.938281,偏低,-43.5213,亏损,盐湖提锂;金属镍;小金属概念;金属铜;动力电池回收;医疗废物处理;垃圾分类;锂电池概念;固废处理;金属回收,环保-环境治理-固废治理,4天3板,10,1,True,5016277500.0,小盘,-132731172.0,5.952761,温和,3.617945, 09:25:00, 09:30:15, 10:25:30, 09:30:15,,,3,一般,6.522982794999999,D,49.0,20.0,43.659834035527375,"国企改革, 海峡两岸, 人工智能, 芯片概念, 锂电池概念",20251119,False
600756,浪潮软件,22.5,-5.581200168,涨停,0.190337,极低,-29.6069,亏损,DRG/DIP;在线教育;财税数字化;智慧政务;AIGC概念;国资云;AI智能体;信创;云计算;数字孪生;DeepSeek概念;人工智能;工业互联网;同花顺新质50;国企改革;沪股通;融资融券;回购增持再贷款概念,计算机-IT服务-IT服务Ⅲ,4天3板,15,5,True,7292221900.0,小盘,-515707550.0,1.64089,低迷,0.0, 09:31:10, 09:30:00, 09:31:10, 09:30:00,,,1,良好,6.83925405,D,49.0,20.0,43.659834035527375,"国企改革, 海峡两岸, 人工智能, 芯片概念, 锂电池概念",20251119,False
600280,中央商场,3.9,-9.512761021,涨停,1.455516,正常,-68.1263,亏损,物业管理,商贸零售-零售-百货零售,3天2板,1,0,False,4400505700.0,小盘,-149689237.0,5.671327,温和,1.530612, 09:25:01, 09:30:15, 09:25:01, 09:30:15,,,1,良好,5.61392944,D,49.0,20.0,43.659834035527375,"国企改革, 海峡两岸, 人工智能, 芯片概念, 锂电池概念",20251119,False
