日期,指数代码,指数名称,成交额(元),涨跌幅(%),主力净流入(元),较上一交易日成交额(元),近三交易日成交额(元),近三日大单净额(元)
20251119,885881.TI,云办公,,,,,,
20251119,882032.TI,云南,,,,,,
20251119,885874.TI,云游戏,,,,,,
20251119,885362.TI,云计算,,,,,,
20251119,885767.TI,互联网保险,,,,,,
20251119,881177.TI,互联网电商,,,,,,
20251119,885456.TI,互联网金融,,,,,,
20251119,884203.TI,产业地产,,,,,,
20251119,885514.TI,京津冀一体化,,,,,,
20251119,884163.TI,人工景点,,,,,,
20251119,885728.TI,人工智能,,,,,,
20251119,886069.TI,人形机器人,,,,,,
20251119,885840.TI,人民币贬值受益,,,,,,
20251119,885759.TI,人脸识别,,,,,,
20251119,885839.TI,人造肉,,,,,,
20251119,885904.TI,代糖概念,,,,,,
20251119,884192.TI,仪器仪表,,,,,,
20251119,885856.TI,仿制药一致性评价,,,,,,
20251119,884233.TI,休闲食品,,,,,,
20251119,399698.SZ,优势成长,,,,,,
20251119,885946.TI,传感器,,,,,,
20251119,883960.TI,低价股,,,,,,
20251119,883415.TI,低市净率,,,,,,
20251119,883413.TI,低市盈率,,,,,,
20251119,886067.TI,低空经济,,,,,,
20251119,884202.TI,住宅开发,,,,,,
20251119,884243.TI,体外诊断,,,,,,
20251119,884258.TI,体育,,,,,,
20251119,885615.TI,体育产业,,,,,,
20251119,883403.TI,佛山,,,,,,
20251119,886016.TI,供销社,,,,,,
20251119,885964.TI,俄乌冲突概念,,,,,,
20251119,RTS.GI,俄罗斯RTS,,,,,,
20251119,881156.TI,保险,,,,,,
20251119,883934.TI,保险重仓,,,,,,
20251119,886013.TI,信创,,,,,,
20251119,885814.TI,信托概念,,,,,,
20251119,883923.TI,信托重仓,,,,,,
20251119,885921.TI,储能,,,,,,
20251119,881270.TI,元件,,,,,,
20251119,885934.TI,元宇宙,,,,,,
20251119,885461.TI,充电桩,,,,,,
20251119,883433.TI,先进制造,,,,,,
20251119,886009.TI,先进封装,,,,,,
20251119,884306.TI,光伏加工设备,,,,,,
20251119,885920.TI,光伏建筑一体化,,,,,,
20251119,885531.TI,光伏概念,,,,,,
20251119,884303.TI,光伏电池组件,,,,,,
20251119,881279.TI,光伏设备,,,,,,
20251119,884305.TI,光伏辅材,,,,,,
20251119,886054.TI,光刻机,,,,,,
20251119,885864.TI,光刻胶,,,,,,
20251119,884096.TI,光学元件,,,,,,
20251119,881122.TI,光学光电子,,,,,,
20251119,886011.TI,光热发电,,,,,,
20251119,886084.TI,光纤概念,,,,,,
20251119,885898.TI,免税店,,,,,,
20251119,000993.SH,全指信息,,,,,,
20251119,000991.SH,全指医药,,,,,,
20251119,000989.SH,全指可选,,,,,,
20251119,000988.CSI,全指工业,,,,,,
20251119,000987.SH,全指材料,,,,,,
20251119,000990.CSI,全指消费,,,,,,
20251119,000986.SH,全指能源,,,,,,
20251119,884200.TI,公交,,,,,,
20251119,399244.SZ,公共指数,,,,,,
20251119,000007.SH,公用指数,,,,,,
20251119,881149.TI,公路铁路运输,,,,,,
20251119,885747.TI,共享单车,,,,,,
20251119,885924.TI,共同富裕示范区,,,,,,
20251119,886033.TI,共封装光学(CPO),,,,,,
20251119,886101.TI,兵装重组概念,,,,,,
20251119,884082.TI,其他专用设备,,,,,,
20251119,884277.TI,其他养殖,,,,,,
20251119,884011.TI,其他农产品加工,,,,,,
20251119,884034.TI,其他化学制品,,,,,,
20251119,884025.TI,其他化学原料,,,,,,
20251119,884245.TI,其他医疗服务,,,,,,
20251119,884046.TI,其他塑料制品,,,,,,
20251119,884140.TI,其他家居用品,,,,,,
20251119,884186.TI,其他小金属,,,,,,
20251119,884062.TI,其他建材,,,,,,
20251119,884050.TI,其他橡胶制品,,,,,,
20251119,884292.TI,其他汽车零部件,,,,,,
20251119,884240.TI,其他生物制品,,,,,,
20251119,881123.TI,其他电子,,,,,,
20251119,884312.TI,其他电池,,,,,,
20251119,881282.TI,其他电源设备,,,,,,
20251119,881179.TI,其他社会服务,,,,,,
20251119,884003.TI,其他种植业,,,,,,
20251119,884044.TI,其他纤维,,,,,,
20251119,884132.TI,其他纺织,,,,,,
20251119,884221.TI,其他自动化设备,,,,,,
20251119,884207.TI,其他计算机设备,,,,,,
20251119,884106.TI,其他运输设备,,,,,,
20251119,884265.TI,其他通信设备,,,,,,
20251119,884074.TI,其他通用设备,,,,,,
20251119,884119.TI,其他酒类,,,,,,
20251119,884056.TI,其他金属新材料,,,,,,
20251119,884126.TI,其他食品,,,,,,
20251119,884118.TI,其他黑色家电,,,,,,
20251119,881102.TI,养殖业,,,,,,
20251119,885522.TI,养老概念,,,,,,
20251119,883442.TI,养老金持股,,,,,,
20251119,885808.TI,养鸡,,,,,,
20251119,882020.TI,内蒙古,,,,,,
20251119,885700.TI,军工,,,,,,
20251119,886076.TI,军工信息化,,,,,,
20251119,881276.TI,军工电子,,,,,,
20251119,881166.TI,军工装备,,,,,,
20251119,885743.TI,军民融合,,,,,,
20251119,885812.TI,农业种植,,,,,,
20251119,884012.TI,农业综合,,,,,,
20251119,881103.TI,农产品加工,,,,,,
20251119,881263.TI,农化制品,,,,,,
20251119,884252.TI,农商行,,,,,,
20251119,885706.TI,农机,,,,,,
20251119,885629.TI,农村电商,,,,,,
20251119,399231.SZ,农林指数,,,,,,
20251119,884078.TI,农用机械,,,,,,
20251119,884028.TI,农药,,,,,,
20251119,884112.TI,冰洗,,,,,,
20251119,885825.TI,冰雪产业,,,,,,
20251119,884214.TI,冶钢原料,,,,,,
20251119,885502.TI,冷链物流,,,,,,
20251119,885961.TI,净水概念,,,,,,
20251119,883420.TI,减持新规(不可减持),,,,,,
20251119,883921.TI,减持计划,,,,,,
20251119,886051.TI,减肥药,,,,,,
20251119,886008.TI,减速器,,,,,,
20251119,884176.TI,出版,,,,,,
20251119,399354.SZ,分析师指,,,,,,
20251119,884090.TI,分立器件,,,,,,
20251119,399019.SZ,创业200,,,,,,
20251119,399012.SZ,创业300,,,,,,
20251119,399018.SZ,创业创新,,,,,,
20251119,399640.SZ,创业基础,,,,,,
20251119,399020.SZ,创业小盘,,,,,,
20251119,399673.SZ,创业板50,,,,,,
20251119,399606.SZ,创业板R,,,,,,
20251119,470006.SZ,创业板R(港币)(CNH),,,,,,
20251119,470007.SZ,创业板R(美元)(CNH),,,,,,
20251119,399006.SZ,创业板指,,,,,,
20251119,970006.SZ,创业板指(港币)(CNH),,,,,,
20251119,970007.SZ,创业板指(美元)(CNH),,,,,,
20251119,399102.SZ,创业板综,,,,,,
20251119,883424.TI,创业科创板昨日涨停,,,,,,
20251119,883911.TI,创历史新高,,,,,,
20251119,885413.TI,创投,,,,,,
20251119,399050.SZ,创新引擎,,,,,,
20251119,886015.TI,创新药,,,,,,
20251119,399269.SZ,创质量,,,,,,
20251119,884073.TI,制冷空调设备,,,,,,
20251119,399233.SZ,制造指数,,,,,,
20251119,883928.TI,券商重仓,,,,,,
20251119,885944.TI,动力电池回收,,,,,,
20251119,884013.TI,动物保健,,,,,,
20251119,885846.TI,动物疫苗,,,,,,
20251119,884236.TI,包装,,,,,,
20251119,881138.TI,包装印刷,,,,,,
20251119,885740.TI,化债概念(AMC概念),,,,,,
20251119,884272.TI,化妆品,,,,,,
20251119,884144.TI,化学制剂,,,,,,
20251119,881109.TI,化学制品,,,,,,
20251119,881140.TI,化学制药,,,,,,
20251119,881108.TI,化学原料,,,,,,
20251119,881264.TI,化学纤维,,,,,,
20251119,885967.TI,化肥,,,,,,
20251119,882002.TI,北京,,,,,,
20251119,931023.CSI,北京50,,,,,,
20251119,899050.BJ,北证50,,,,,,
20251119,885757.TI,区块链,,,,,,
20251119,399286.SZ,区块链50,,,,,,
20251119,881144.TI,医疗器械,,,,,,
20251119,885539.TI,医疗器械概念,,,,,,
20251119,885883.TI,医疗废物处理,,,,,,
20251119,881175.TI,医疗服务,,,,,,
20251119,884244.TI,医疗研发外包,,,,,,
20251119,884273.TI,医疗美容,,,,,,
20251119,884242.TI,医疗耗材,,,,,,
20251119,884145.TI,医疗设备,,,,,,
20251119,885913.TI,医美概念,,,,,,
20251119,883435.TI,医药医疗,,,,,,
20251119,881143.TI,医药商业,,,,,,
20251119,884199.TI,医药流通,,,,,,
20251119,885661.TI,医药电商,,,,,,
20251119,884301.TI,医院,,,,,,
20251119,881121.TI,半导体,,,,,,
20251119,884091.TI,半导体材料,,,,,,
20251119,884229.TI,半导体设备,,,,,,
20251119,886091.TI,华为手机,,,,,,
20251119,886093.TI,华为数字能源,,,,,,
20251119,886058.TI,华为昇腾,,,,,,
20251119,885806.TI,华为概念,,,,,,
20251119,885982.TI,华为欧拉,,,,,,
20251119,885834.TI,华为汽车,,,,,,
20251119,885843.TI,华为海思概念股,,,,,,
20251119,886094.TI,华为盘古,,,,,,
20251119,885980.TI,华为鲲鹏,,,,,,
20251119,885574.TI,卫星导航,,,,,,
20251119,884092.TI,印制电路板,,,,,,
20251119,884235.TI,印刷,,,,,,
20251119,884081.TI,印刷包装机械,,,,,,
20251119,884130.TI,印染,,,,,,
20251119,884143.TI,原料药,,,,,,
20251119,881174.TI,厨卫电器,,,,,,
20251119,885623.TI,参股保险,,,,,,
20251119,885620.TI,参股券商,,,,,,
20251119,885835.TI,参股银行,,,,,,
20251119,886065.TI,可控核聚变,,,,,,
20251119,885748.TI,可燃冰,,,,,,
20251119,883981.TI,可转债指数,,,,,,
20251119,885901.TI,可降解塑料,,,,,,
20251119,884212.TI,合成树脂,,,,,,
20251119,886077.TI,合成生物,,,,,,
20251119,882016.TI,吉林,,,,,,
20251119,886045.TI,同花顺中特估100,,,,,,
20251119,883421.TI,同花顺全A(沪深),,,,,,
20251119,883957.TI,同花顺全A(沪深京),1742665300000.0,,,-203294000000.0,3688624600000.0,
20251119,886075.TI,同花顺出海50,,,,,,
20251119,883404.TI,同花顺情绪指数,,,,,,
20251119,883426.TI,同花顺拟回购指数,,,,,,
20251119,886096.TI,同花顺新质50,,,,,,
20251119,886082.TI,同花顺果指数,,,,,,
20251119,885916.TI,同花顺漂亮100,,,,,,
20251119,883910.TI,同花顺热股,,,,,,
20251119,883980.TI,含可转债,,,,,,
20251119,883436.TI,周期,,,,,,
20251119,884230.TI,品牌消费电子,,,,,,
20251119,884247.TI,商业地产,,,,,,
20251119,000005.SH,商业指数,,,,,,
20251119,884162.TI,商业物业经营,,,,,,
20251119,886078.TI,商业航天,,,,,,
20251119,399242.SZ,商务指数,,,,,,
20251119,884101.TI,商用载客车,,,,,,
20251119,884100.TI,商用载货车,,,,,,
20251119,884189.TI,啤酒,,,,,,
20251119,885780.TI,啤酒概念,,,,,,
20251119,882028.TI,四川,,,,,,
20251119,886089.TI,回购增持再贷款概念,,,,,,
20251119,883929.TI,回购计划,,,,,,
20251119,885410.TI,固废处理,,,,,,
20251119,884269.TI,固废治理,,,,,,
20251119,886032.TI,固态电池,,,,,,
20251119,885844.TI,国产操作系统,,,,,,
20251119,885795.TI,国产航母,,,,,,
20251119,886021.TI,国企改革,,,,,,
20251119,931052.CSI,国信价值,,,,,,
20251119,885893.TI,国家大基金持股,,,,,,
20251119,884249.TI,国有大型银行,,,,,,
20251119,399311.SZ,国证1000,,,,,,
20251119,399303.SZ,国证2000,,,,,,
20251119,399312.SZ,国证300,,,,,,
20251119,399310.SZ,国证A50,,,,,,
20251119,399317.SZ,国证A指,,,,,,
20251119,399318.SZ,国证B指,,,,,,
20251119,399358.SZ,国证环保,,,,,,
20251119,885977.TI,国资云,,,,,,
20251119,885439.TI,土地流转,,,,,,
20251119,885962.TI,土壤修复,,,,,,
20251119,885480.TI,在线教育,,,,,,
20251119,885692.TI,地下管网,,,,,,
20251119,399241.SZ,地产指数,,,,,,
20251119,884182.TI,地面兵装,,,,,,
20251119,884295.TI,垂直应用软件,,,,,,
20251119,885854.TI,垃圾分类,,,,,,
20251119,884251.TI,城商行,,,,,,
20251119,885937.TI,培育钻石,,,,,,
20251119,885578.TI,基因测序,,,,,,
20251119,399995.SZ,基建工程,,,,,,
20251119,000925.CSI,基本面50,,,,,,
20251119,884067.TI,基础建设,,,,,,
20251119,883406.TI,基金重仓股,,,,,,
20251119,881265.TI,塑料制品,,,,,,
20251119,883904.TI,增发募集指数,,,,,,
20251119,883903.TI,增发预案指数,,,,,,
20251119,883915.TI,增持计划,,,,,,
20251119,884035.TI,复合肥,,,,,,
20251119,881283.TI,多元金融,,,,,,
20251119,886062.TI,多模态AI,,,,,,
20251119,884267.TI,大气治理,,,,,,
20251119,883417.TI,大盘股,,,,,,
20251119,885810.TI,大豆,,,,,,
20251119,885566.TI,大飞机,,,,,,
20251119,882029.TI,天津,,,,,,
20251119,885487.TI,天津自贸区,,,,,,
20251119,885430.TI,天然气,,,,,,
20251119,886043.TI,太赫兹,,,,,,
20251119,885595.TI,央企国企改革,,,,,,
20251119,399550.SZ,央视50,,,,,,
20251119,399551.SZ,央视创新,,,,,,
20251119,399553.SZ,央视回报,,,,,,
20251119,399552.SZ,央视成长,,,,,,
20251119,399557.SZ,央视文化,,,,,,
20251119,399554.SZ,央视治理,,,,,,
20251119,399556.SZ,央视生态,,,,,,
20251119,399555.SZ,央视责任,,,,,,
20251119,886042.TI,存储芯片,,,,,,
20251119,882021.TI,宁夏,,,,,,
20251119,885789.TI,宁德时代概念,,,,,,
20251119,882001.TI,安徽,,,,,,
20251119,885423.TI,安防,,,,,,
20251119,884294.TI,安防设备,,,,,,
20251119,884299.TI,定制家居,,,,,,
20251119,883964.TI,定增破发,,,,,,
20251119,886012.TI,宠物经济,,,,,,
20251119,884280.TI,宠物食品,,,,,,
20251119,881139.TI,家居用品,,,,,,
20251119,885981.TI,家庭医生,,,,,,
20251119,885543.TI,家用电器,,,,,,
20251119,884116.TI,家电零部件,,,,,,
20251119,884137.TI,家纺,,,,,,
20251119,883411.TI,密集调研,,,,,,
20251119,885786.TI,富士康概念,,,,,,
20251119,881173.TI,小家电,,,,,,
20251119,399901.SZ,小康指数,,,,,,
20251119,885785.TI,小米概念,,,,,,
20251119,886064.TI,小米汽车,,,,,,
20251119,886098.TI,小红书概念,,,,,,
20251119,881170.TI,小金属,,,,,,
20251119,885552.TI,小金属概念,,,,,,
20251119,882023.TI,山东,,,,,,
20251119,882024.TI,山西,,,,,,
20251119,885783.TI,工业互联网,,,,,,
20251119,885818.TI,工业大麻,,,,,,
20251119,000004.SH,工业指数,,,,,,
20251119,885930.TI,工业母机,,,,,,
20251119,881168.TI,工业金属,,,,,,
20251119,884219.TI,工控设备,,,,,,
20251119,884217.TI,工程咨询服务,,,,,,
20251119,881268.TI,工程机械,,,,,,
20251119,399313.SZ,巨潮100,,,,,,
20251119,399315.SZ,巨潮中盘,,,,,,
20251119,399314.SZ,巨潮大盘,,,,,,
20251119,399316.SZ,巨潮小盘,,,,,,
20251119,000155.SH,市值百强,,,,,,
20251119,885952.TI,幽门螺杆菌概念,,,,,,
20251119,882008.TI,广东(除深圳),,,,,,
20251119,885734.TI,广东自贸区,,,,,,
20251119,884178.TI,广告营销,,,,,,
20251119,882009.TI,广西,,,,,,
20251119,884290.TI,底盘与发动机系统,,,,,,
20251119,399235.SZ,建筑指数,,,,,,
20251119,881115.TI,建筑材料,,,,,,
20251119,885386.TI,建筑节能,,,,,,
20251119,881116.TI,建筑装饰,,,,,,
20251119,884117.TI,彩电,,,,,,
20251119,881274.TI,影视院线,,,,,,
20251119,883418.TI,微盘股,,,,,,
20251119,GDAXI.GI,德国DAX,,,,,,
20251119,885918.TI,快手概念,,,,,,
20251119,HSCE.HK,恒生中国企业,,,,,,
20251119,HSI.HK,恒生指数,,,,,,
20251119,399003.SZ,成份B指,,,,,,
20251119,884298.TI,成品家居,,,,,,
20251119,399326.SZ,成长40,,,,,,
20251119,886030.TI,成飞概念,,,,,,
20251119,881153.TI,房地产,,,,,,
20251119,884248.TI,房地产服务,,,,,,
20251119,884066.TI,房屋建设,,,,,,
20251119,886087.TI,房屋检测,,,,,,
20251119,885457.TI,手机游戏,,,,,,
20251119,885968.TI,托育服务,,,,,,
20251119,399236.SZ,批零指数,,,,,,
20251119,885890.TI,抖音概念(字节概念),,,,,,
20251119,885935.TI,抽水蓄能,,,,,,
20251119,885910.TI,拼多多概念,,,,,,
20251119,885938.TI,换电概念,,,,,,
20251119,885742.TI,摘帽,,,,,,
20251119,884048.TI,改性塑料,,,,,,
20251119,881178.TI,教育,,,,,,
20251119,885842.TI,数字乡村,,,,,,
20251119,884261.TI,数字媒体,,,,,,
20251119,885820.TI,数字孪生,,,,,,
20251119,886034.TI,数字水印,,,,,,
20251119,885976.TI,数字经济,,,,,,
20251119,884287.TI,数字芯片设计,,,,,,
20251119,885866.TI,数字货币,,,,,,
20251119,885887.TI,数据中心,,,,,,
20251119,885942.TI,数据安全,,,,,,
20251119,886023.TI,数据确权,,,,,,
20251119,886041.TI,数据要素,,,,,,
20251119,881164.TI,文化传媒,,,,,,
20251119,885418.TI,文化传媒概念,,,,,,
20251119,399248.SZ,文化指数,,,,,,
20251119,884142.TI,文娱用品,,,,,,
20251119,000171.CSI,新兴成指,,,,,,
20251119,000891.SH,新兴综指,,,,,,
20251119,885991.TI,新型城镇化,,,,,,
20251119,886057.TI,新型工业化,,,,,,
20251119,885899.TI,新型烟草(电子烟),,,,,,
20251119,399100.SZ,新指数,,,,,,
20251119,399297.SZ,新浪100,,,,,,
20251119,882031.TI,新疆,,,,,,
20251119,885345.TI,新疆振兴,,,,,,
20251119,000017.SH,新综指,,,,,,
20251119,885598.TI,新股与次新股,,,,,,
20251119,884150.TI,新能源发电,,,,,,
20251119,885431.TI,新能源汽车,,,,,,
20251119,881160.TI,旅游及酒店,,,,,,
20251119,885497.TI,旅游概念,,,,,,
20251119,884165.TI,旅游综合,,,,,,
20251119,884254.TI,旅游零售,,,,,,
20251119,885564.TI,无人机,,,,,,
20251119,885768.TI,无人零售,,,,,,
20251119,885736.TI,无人驾驶,,,,,,
20251119,884024.TI,无机盐,,,,,,
20251119,885774.TI,无线充电,,,,,,
20251119,885868.TI,无线耳机,,,,,,
20251119,886036.TI,时空大数据,,,,,,
20251119,886055.TI,星闪概念,,,,,,
20251119,883401.TI,昨日ST连板股表现,,,,,,
20251119,883400.TI,昨日ST首板股表现,,,,,,
20251119,883902.TI,昨日成交前十,,,,,,
20251119,883996.TI,昨日打二板以上表现,,,,,,
20251119,883978.TI,昨日打板表现,,,,,,
20251119,883995.TI,昨日打首板以上表现,,,,,,
20251119,883994.TI,昨日打首板表现,,,,,,
20251119,883905.TI,昨日换手前十,,,,,,
20251119,883900.TI,昨日涨停表现,,,,,,
20251119,883918.TI,昨日炸板股,,,,,,
20251119,883901.TI,昨日资金前十,,,,,,
20251119,883958.TI,昨日连板,,,,,,
20251119,883999.TI,昨日非ST三板以上表现,,,,,,
20251119,883998.TI,昨日非ST三板表现,,,,,,
20251119,883997.TI,昨日非ST二板表现,,,,,,
20251119,883992.TI,昨日非ST打板,,,,,,
20251119,883986.TI,昨日非ST涨停表现,,,,,,
20251119,883987.TI,昨日非ST炸板,,,,,,
20251119,883988.TI,昨日非ST连板,,,,,,
20251119,883993.TI,昨日非ST首板,,,,,,
20251119,883979.TI,昨日首板表现,,,,,,
20251119,883906.TI,昨日高振幅,,,,,,
20251119,884052.TI,普钢,,,,,,
20251119,885378.TI,智慧城市,,,,,,
20251119,885956.TI,智慧政务,,,,,,
20251119,885963.TI,智慧灯杆,,,,,,
20251119,885402.TI,智能医疗,,,,,,
20251119,885478.TI,智能家居,,,,,,
20251119,886059.TI,智能座舱,,,,,,
20251119,885770.TI,智能物流,,,,,,
20251119,885311.TI,智能电网,,,,,,
20251119,885454.TI,智能穿戴,,,,,,
20251119,885771.TI,智能音箱,,,,,,
20251119,886090.TI,智谱AI,,,,,,
20251119,883410.TI,最近多板,,,,,,
20251119,884211.TI,有机硅,,,,,,
20251119,885912.TI,有机硅概念,,,,,,
20251119,000819.SH,有色金属,,,,,,
20251119,884234.TI,服装,,,,,,
20251119,881136.TI,服装家纺,,,,,,
20251119,885570.TI,期货概念,,,,,,
20251119,884218.TI,机器人,,,,,,
20251119,885517.TI,机器人概念,,,,,,
20251119,886002.TI,机器视觉,,,,,,
20251119,884156.TI,机场,,,,,,
20251119,881151.TI,机场航运,,,,,,
20251119,884069.TI,机床工具,,,,,,
20251119,883967.TI,机构周调研前十,,,,,,
20251119,883966.TI,机构月调研前十,,,,,,
20251119,883990.TI,机构重仓股,,,,,,
20251119,884004.TI,林业,,,,,,
20251119,884009.TI,果蔬加工,,,,,,
20251119,885633.TI,染料,,,,,,
20251119,885809.TI,柔性屏(折叠屏),,,,,,
20251119,885948.TI,柔性直流输电,,,,,,
20251119,HKSPGEM.HK,标普香港创业板指数,,,,,,
20251119,886052.TI,核污染防治,,,,,,
20251119,885571.TI,核电,,,,,,
20251119,884128.TI,棉纺,,,,,,
20251119,884083.TI,楼宇设备,,,,,,
20251119,884288.TI,模拟芯片设计,,,,,,
20251119,884296.TI,横向通用软件,,,,,,
20251119,885827.TI,横琴新区,,,,,,
20251119,881266.TI,橡胶制品,,,,,,
20251119,885997.TI,比亚迪概念,,,,,,
20251119,885985.TI,毛发医疗,,,,,,
20251119,886035.TI,毫米波雷达,,,,,,
20251119,885960.TI,民爆概念,,,,,,
20251119,884032.TI,民爆用品,,,,,,
20251119,885490.TI,民营医院,,,,,,
20251119,884036.TI,氟化工,,,,,,
20251119,885551.TI,氟化工概念,,,,,,
20251119,885823.TI,氢能源,,,,,,
20251119,884045.TI,氨纶,,,,,,
20251119,884026.TI,氮肥,,,,,,
20251119,884023.TI,氯碱,,,,,,
20251119,884006.TI,水产养殖,,,,,,
20251119,884279.TI,水产饲料,,,,,,
20251119,885572.TI,水利,,,,,,
20251119,884268.TI,水务及水治理,,,,,,
20251119,884060.TI,水泥,,,,,,
20251119,885782.TI,水泥概念,,,,,,
20251119,884147.TI,水电,,,,,,
20251119,399234.SZ,水电指数,,,,,,
20251119,882017.TI,江苏,,,,,,
20251119,882018.TI,江西,,,,,,
20251119,885412.TI,污水处理,,,,,,
20251119,885902.TI,汽车拆解概念,,,,,,
20251119,881125.TI,汽车整车,,,,,,
20251119,884107.TI,汽车服务,,,,,,
20251119,881128.TI,汽车服务及其他,,,,,,
20251119,885999.TI,汽车热管理,,,,,,
20251119,885545.TI,汽车电子,,,,,,
20251119,884293.TI,汽车电子电气系统,,,,,,
20251119,885945.TI,汽车芯片,,,,,,
20251119,881126.TI,汽车零部件,,,,,,
20251119,000061.SH,沪企债30,,,,,,
20251119,399300.SZ,沪深300,,,,,,
20251119,883423.TI,沪深主板昨日涨停,,,,,,
20251119,885520.TI,沪股通,,,,,,
20251119,883908.TI,沪股通成交前十,,,,,,
20251119,882012.TI,河北,,,,,,
20251119,882013.TI,河南,,,,,,
20251119,884021.TI,油品石化贸易,,,,,,
20251119,884018.TI,油服工程,,,,,,
20251119,884016.TI,油气开采,,,,,,
20251119,881107.TI,油气开采及服务,,,,,,
20251119,885905.TI,注册制次新股,,,,,,
20251119,885879.TI,流感,,,,,,
20251119,882033.TI,浙江,,,,,,
20251119,882026.TI,浦东,,,,,,
20251119,882011.TI,海南,,,,,,
20251119,885894.TI,海南自贸区,,,,,,
20251119,885939.TI,海峡两岸,,,,,,
20251119,885426.TI,海工装备,,,,,,
20251119,884005.TI,海洋捕捞,,,,,,
20251119,884030.TI,涂料油墨,,,,,,
20251119,885882.TI,消毒剂,,,,,,
20251119,883434.TI,消费,,,,,,
20251119,000069.SH,消费80,,,,,,
20251119,881124.TI,消费电子,,,,,,
20251119,885800.TI,消费电子概念,,,,,,
20251119,884098.TI,消费电子零部件及组装,,,,,,
20251119,884041.TI,涤纶,,,,,,
20251119,886044.TI,液冷服务器,,,,,,
20251119,399750.SZ,深主板50,,,,,,
20251119,882007.TI,深圳,,,,,,
20251119,885697.TI,深圳国企改革,,,,,,
20251119,883985.TI,深市新主板,,,,,,
20251119,399013.SZ,深市精选,,,,,,
20251119,399002.SZ,深成指R,,,,,,
20251119,399672.SZ,深红利50,,,,,,
20251119,885694.TI,深股通,,,,,,
20251119,883912.TI,深股通成交前十,,,,,,
20251119,399330.SZ,深证100,,,,,,
20251119,399011.SZ,深证1000,,,,,,
20251119,399004.SZ,深证100R,,,,,,
20251119,399009.SZ,深证200,,,,,,
20251119,399679.SZ,深证200R,,,,,,
20251119,399007.SZ,深证300,,,,,,
20251119,399344.SZ,深证300R,,,,,,
20251119,399850.SZ,深证50,,,,,,
20251119,399010.SZ,深证700,,,,,,
20251119,399107.SZ,深证A指,,,,,,
20251119,399108.SZ,深证B指,,,,,,
20251119,399306.SZ,深证ETF,,,,,,
20251119,399702.SZ,深证F120,,,,,,
20251119,399703.SZ,深证F200,,,,,,
20251119,399701.SZ,深证F60,,,,,,
20251119,399348.SZ,深证价值,,,,,,
20251119,399016.SZ,深证创新,,,,,,
20251119,399001.SZ,深证成指,,,,,,
20251119,399337.SZ,深证民营,,,,,,
20251119,399106.SZ,深证综指,,,,,,
20251119,884153.TI,港口,,,,,,
20251119,881148.TI,港口航运,,,,,,
20251119,881275.TI,游戏,,,,,,
20251119,882014.TI,湖北,,,,,,
20251119,882015.TI,湖南,,,,,,
20251119,884220.TI,激光设备,,,,,,
20251119,884146.TI,火电,,,,,,
20251119,884051.TI,炭黑,,,,,,
20251119,885851.TI,烟草,,,,,,
20251119,884149.TI,热力,,,,,,
20251119,884015.TI,焦炭加工,,,,,,
20251119,884281.TI,煤化工,,,,,,
20251119,885398.TI,煤化工概念,,,,,,
20251119,884014.TI,煤炭开采,,,,,,
20251119,881105.TI,煤炭开采加工,,,,,,
20251119,885914.TI,煤炭概念,,,,,,
20251119,885775.TI,燃料电池,,,,,,
20251119,881146.TI,燃气,,,,,,
20251119,885926.TI,牙科医疗,,,,,,
20251119,885915.TI,物业管理,,,,,,
20251119,881152.TI,物流,,,,,,
20251119,885312.TI,物联网,,,,,,
20251119,885467.TI,特斯拉概念,,,,,,
20251119,885750.TI,特色小镇,,,,,,
20251119,884184.TI,特钢,,,,,,
20251119,885428.TI,特钢概念,,,,,,
20251119,885425.TI,特高压,,,,,,
20251119,885787.TI,独角兽概念,,,,,,
20251119,885573.TI,猪肉,,,,,,
20251119,885994.TI,猴痘概念,,,,,,
20251119,885811.TI,玉米,,,,,,
20251119,881284.TI,环保设备,,,,,,
20251119,881181.TI,环境治理,,,,,,
20251119,885903.TI,环氧丙烷,,,,,,
20251119,884059.TI,玻璃玻纤,,,,,,
20251119,883419.TI,珠海,,,,,,
20251119,884237.TI,瓷砖地板,,,,,,
20251119,882006.TI,甘肃,,,,,,
20251119,885505.TI,生态农业,,,,,,
20251119,881142.TI,生物制品,,,,,,
20251119,885845.TI,生物疫苗,,,,,,
20251119,886005.TI,生物质能发电,,,,,,
20251119,884275.TI,生猪养殖,,,,,,
20251119,884313.TI,电信运营商,,,,,,
20251119,881145.TI,电力,,,,,,
20251119,885819.TI,电力物联网,,,,,,
20251119,881172.TI,电子化学品,,,,,,
20251119,885737.TI,电子竞技,,,,,,
20251119,885953.TI,电子纸,,,,,,
20251119,885975.TI,电子身份证,,,,,,
20251119,881277.TI,电机,,,,,,
20251119,884086.TI,电气自控设备,,,,,,
20251119,881281.TI,电池,,,,,,
20251119,884310.TI,电池化学品,,,,,,
20251119,881278.TI,电网设备,,,,,,
20251119,884246.TI,电能综合服务,,,,,,
20251119,884172.TI,电视广播,,,,,,
20251119,884278.TI,畜禽饲料,,,,,,
20251119,884239.TI,疫苗,,,,,,
20251119,881131.TI,白色家电,,,,,,
20251119,881273.TI,白酒,,,,,,
20251119,885525.TI,白酒概念,,,,,,
20251119,883916.TI,百元股,,,,,,
20251119,885797.TI,百度概念,,,,,,
20251119,883416.TI,百日新高,,,,,,
