日期,指数代码,指数名称,成交额(元),涨跌幅(%),主力净流入(元),较上一交易日成交额(元),近三交易日成交额(元),近三日大单净额(元)
20251119,884160.TI,百货零售,,,,,,
20251119,885922.TI,盐湖提锂,,,,,,
20251119,885838.TI,眼科医疗,,,,,,
20251119,885791.TI,知识产权保护,,,,,,
20251119,886060.TI,短剧游戏,,,,,,
20251119,885355.TI,石墨烯,,,,,,
20251119,885781.TI,石墨电极,,,,,,
20251119,884020.TI,石油加工,,,,,,
20251119,881180.TI,石油加工贸易,,,,,,
20251119,883930.TI,破净股,,,,,,
20251119,883965.TI,破发次新股,,,,,,
20251119,884302.TI,硅料硅片,,,,,,
20251119,885958.TI,硅能源,,,,,,
20251119,885919.TI,碳中和,,,,,,
20251119,885986.TI,碳交易,,,,,,
20251119,885650.TI,碳纤维,,,,,,
20251119,884057.TI,磁性材料,,,,,,
20251119,884071.TI,磨具磨料,,,,,,
20251119,885863.TI,磷化工,,,,,,
20251119,884027.TI,磷肥及磷化工,,,,,,
20251119,883407.TI,社保新进,,,,,,
20251119,883922.TI,社保重仓,,,,,,
20251119,882005.TI,福建,,,,,,
20251119,885617.TI,福建自贸区,,,,,,
20251119,885508.TI,禽流感,,,,,,
20251119,884001.TI,种子生产,,,,,,
20251119,881101.TI,种植业与林业,,,,,,
20251119,000698.SH,科创100,,,,,,
20251119,000699.SH,科创200,,,,,,
20251119,000688.SH,科创50,,,,,,
20251119,N00688.CSI,科创50(净),,,,,,
20251119,000681.SH,科创价格,,,,,,
20251119,885907.TI,科创次新股,,,,,,
20251119,000680.SH,科创综指,,,,,,
20251119,883432.TI,科技(TMT),,,,,,
20251119,H30318.CSI,科技传媒通信150,,,,,,
20251119,399243.SZ,科研指数,,,,,,
20251119,885758.TI,租售同权,,,,,,
20251119,885333.TI,移动支付,,,,,,
20251119,884215.TI,稀土,,,,,,
20251119,885343.TI,稀土永磁,,,,,,
20251119,886010.TI,空气能热泵,,,,,,
20251119,884113.TI,空调,,,,,,
20251119,886049.TI,空间计算,,,,,,
20251119,885908.TI,第三代半导体,,,,,,
20251119,000971.CSI,等权90,,,,,,
20251119,886050.TI,算力租赁,,,,,,
20251119,884064.TI,管材,,,,,,
20251119,884043.TI,粘胶,,,,,,
20251119,885521.TI,粤港澳大湾区,,,,,,
20251119,884010.TI,粮油加工,,,,,,
20251119,885995.TI,粮食概念,,,,,,
20251119,884002.TI,粮食种植,,,,,,
20251119,000015.SH,红利指数,,,,,,
20251119,883438.TI,红利破净股,,,,,,
20251119,884022.TI,纯碱,,,,,,
20251119,IXIC.GI,纳斯达克综指,,,,,,
20251119,881135.TI,纺织制造,,,,,,
20251119,884033.TI,纺织化学用品,,,,,,
20251119,884076.TI,纺织服装设备,,,,,,
20251119,884089.TI,线缆部件及其他,,,,,,
20251119,000814.SH,细分医药,,,,,,
20251119,885769.TI,细胞免疫治疗,,,,,,
20251119,000860.CSI,结构调整,,,,,,
20251119,885988.TI,统一大市场,,,,,,
20251119,886081.TI,维生素,,,,,,
20251119,399249.SZ,综企指数,,,,,,
20251119,881165.TI,综合,,,,,,
20251119,000008.SH,综合指数,,,,,,
20251119,884270.TI,综合环境治理,,,,,,
20251119,885936.TI,绿色电力,,,,,,
20251119,885876.TI,网红经济,,,,,,
20251119,885753.TI,网约车,,,,,,
20251119,885459.TI,网络安全,,,,,,
20251119,885603.TI,网络游戏,,,,,,
20251119,881182.TI,美容护理,,,,,,
20251119,884063.TI,耐火材料,,,,,,
20251119,885586.TI,职业教育,,,,,,
20251119,884039.TI,聚氨酯,,,,,,
20251119,884123.TI,肉制品,,,,,,
20251119,884276.TI,肉鸡养殖,,,,,,
20251119,885989.TI,肝炎概念,,,,,,
20251119,883925.TI,股东户数减少,,,,,,
20251119,883933.TI,股东户数增加,,,,,,
20251119,884250.TI,股份制银行,,,,,,
20251119,883938.TI,股性不活跃,,,,,,
20251119,883932.TI,股权分散,,,,,,
20251119,885739.TI,股权转让(并购重组),,,,,,
20251119,884080.TI,能源及重型设备,,,,,,
20251119,881267.TI,能源金属,,,,,,
20251119,886047.TI,脑机接口,,,,,,
20251119,885779.TI,腾讯概念,,,,,,
20251119,884213.TI,膜材料,,,,,,
20251119,881171.TI,自动化设备,,,,,,
20251119,884164.TI,自然景点,,,,,,
20251119,885764.TI,自由贸易港,,,,,,
20251119,884180.TI,航天装备,,,,,,
20251119,884183.TI,航海装备,,,,,,
20251119,885884.TI,航空发动机,,,,,,
20251119,884181.TI,航空装备,,,,,,
20251119,884157.TI,航空运输,,,,,,
20251119,884191.TI,航运,,,,,,
20251119,885733.TI,航运概念,,,,,,
20251119,885805.TI,芬太尼,,,,,,
20251119,885756.TI,芯片概念,,,,,,
20251119,886048.TI,英伟达概念,,,,,,
20251119,885376.TI,苹果概念,,,,,,
20251119,885640.TI,草甘膦,,,,,,
20251119,884300.TI,药店,,,,,,
20251119,885950.TI,虚拟数字人,,,,,,
20251119,885709.TI,虚拟现实,,,,,,
20251119,886004.TI,虚拟电厂,,,,,,
20251119,885749.TI,蚂蚁集团概念,,,,,,
20251119,883969.TI,融资盘高持仓,,,,,,
20251119,885338.TI,融资融券,,,,,,
20251119,886028.TI,血氧仪,,,,,,
20251119,884238.TI,血液制品,,,,,,
20251119,883917.TI,行业龙头,,,,,,
20251119,884093.TI,被动元件,,,,,,
20251119,885760.TI,装配式建筑,,,,,,
20251119,884065.TI,装饰园林,,,,,,
20251119,882030.TI,西藏,,,,,,
20251119,886086.TI,西部大开发,,,,,,
20251119,881130.TI,计算机设备,,,,,,
20251119,881157.TI,证券,,,,,,
20251119,399975.SZ,证券公司,,,,,,
20251119,885663.TI,证金持股,,,,,,
20251119,885772.TI,语音技术,,,,,,
20251119,884124.TI,调味发酵品,,,,,,
20251119,886080.TI,财税数字化,,,,,,
20251119,000048.SH,责任指数,,,,,,
20251119,882010.TI,贵州,,,,,,
20251119,881169.TI,贵金属,,,,,,
20251119,881159.TI,贸易,,,,,,
20251119,885792.TI,赛马概念,,,,,,
20251119,000043.SH,超大盘,,,,,,
20251119,886038.TI,超导概念,,,,,,
20251119,885761.TI,超级品牌,,,,,,
20251119,885886.TI,超级电容,,,,,,
20251119,885996.TI,超超临界发电,,,,,,
20251119,883975.TI,超跌股,,,,,,
20251119,885580.TI,足球概念,,,,,,
20251119,885966.TI,跨境支付(CIPS),,,,,,
20251119,885642.TI,跨境电商,,,,,,
20251119,885662.TI,车联网(车路协同),,,,,,
20251119,884289.TI,车身附件及饰件,,,,,,
20251119,881269.TI,轨交设备,,,,,,
20251119,885877.TI,转基因,,,,,,
20251119,884291.TI,轮胎轮毂,,,,,,
20251119,881272.TI,软件开发,,,,,,
20251119,884120.TI,软饮料,,,,,,
20251119,885909.TI,辅助生殖,,,,,,
20251119,884131.TI,辅料,,,,,,
20251119,884088.TI,输变电设备,,,,,,
20251119,882019.TI,辽宁,,,,,,
20251119,399237.SZ,运输指数,,,,,,
20251119,883919.TI,近期复牌,,,,,,
20251119,883959.TI,近期并购,,,,,,
20251119,883968.TI,近期异动,,,,,,
20251119,883409.TI,近期强势,,,,,,
20251119,883408.TI,近期新高,,,,,,
20251119,883920.TI,近期解禁,,,,,,
20251119,883907.TI,近端次新股,,,,,,
20251119,883974.TI,远端次新股,,,,,,
20251119,884304.TI,逆变器,,,,,,
20251119,884314.TI,通信工程及服务,,,,,,
20251119,884315.TI,通信应用增值服务,,,,,,
20251119,881162.TI,通信服务,,,,,,
20251119,884263.TI,通信线缆及配套,,,,,,
20251119,884264.TI,通信终端及配件,,,,,,
20251119,884262.TI,通信网络设备及器件,,,,,,
20251119,881129.TI,通信设备,,,,,,
20251119,881117.TI,通用设备,,,,,,
20251119,881137.TI,造纸,,,,,,
20251119,884167.TI,酒店,,,,,,
20251119,399232.SZ,采矿指数,,,,,,
20251119,882003.TI,重庆,,,,,,
20251119,885955.TI,重组蛋白,,,,,,
20251119,885730.TI,量子科技,,,,,,
20251119,884075.TI,金属制品,,,,,,
20251119,885972.TI,金属回收,,,,,,
20251119,881114.TI,金属新材料,,,,,,
20251119,885865.TI,金属钴,,,,,,
20251119,885971.TI,金属铅,,,,,,
20251119,885973.TI,金属铜,,,,,,
20251119,885970.TI,金属锌,,,,,,
20251119,885969.TI,金属镍,,,,,,
20251119,883431.TI,金融地产,,,,,,
20251119,399240.SZ,金融指数,,,,,,
20251119,399699.SZ,金融科技,,,,,,
20251119,886003.TI,钒电池,,,,,,
20251119,886006.TI,钙钛矿电池,,,,,,
20251119,884209.TI,钛白粉,,,,,,
20251119,885652.TI,钛白粉概念,,,,,,
20251119,885928.TI,钠离子电池,,,,,,
20251119,881112.TI,钢铁,,,,,,
20251119,884282.TI,钨,,,,,,
20251119,884284.TI,钴,,,,,,
20251119,884283.TI,钼,,,,,,
20251119,884031.TI,钾肥,,,,,,
20251119,884155.TI,铁路运输,,,,,,
20251119,884055.TI,铅锌,,,,,,
20251119,884054.TI,铜,,,,,,
20251119,886073.TI,铜缆高速连接,,,,,,
20251119,884053.TI,铝,,,,,,
20251119,000959.CSI,银河99,,,,,,
20251119,881155.TI,银行,,,,,,
20251119,884286.TI,锂,,,,,,
20251119,884311.TI,锂电专用设备,,,,,,
20251119,884309.TI,锂电池,,,,,,
20251119,885710.TI,锂电池概念,,,,,,
20251119,884285.TI,镍,,,,,,
20251119,885832.TI,长三角一体化,,,,,,
20251119,886061.TI,长安汽车概念,,,,,,
20251119,886056.TI,阿尔茨海默概念,,,,,,
20251119,885611.TI,阿里巴巴概念,,,,,,
20251119,882025.TI,陕西,,,,,,
20251119,885744.TI,雄安新区,,,,,,
20251119,886105.TI,雅下水电概念,,,,,,
20251119,884227.TI,集成电路制造,,,,,,
20251119,884228.TI,集成电路封测,,,,,,
20251119,881158.TI,零售,,,,,,
20251119,885990.TI,露营经济,,,,,,
20251119,882022.TI,青海,,,,,,
20251119,885852.TI,青蒿素,,,,,,
20251119,000064.SH,非周期,,,,,,
20251119,881167.TI,非金属材料,,,,,,
20251119,884094.TI,面板,,,,,,
20251119,884136.TI,鞋帽及其他,,,,,,
20251119,885372.TI,页岩气,,,,,,
20251119,885951.TI,预制菜,,,,,,
20251119,884297.TI,预加工食品,,,,,,
20251119,885641.TI,风电,,,,,,
20251119,884307.TI,风电整机,,,,,,
20251119,881280.TI,风电设备,,,,,,
20251119,884308.TI,风电零部件,,,,,,
20251119,886066.TI,飞行汽车(eVTOL),,,,,,
20251119,881134.TI,食品加工制造,,,,,,
20251119,884210.TI,食品及饲料添加剂,,,,,,
20251119,885406.TI,食品安全,,,,,,
20251119,884168.TI,餐饮,,,,,,
20251119,399238.SZ,餐饮指数,,,,,,
20251119,881133.TI,饮料制造,,,,,,
20251119,884141.TI,饰品,,,,,,
20251119,883441.TI,高ROE股,,,,,,
20251119,886001.TI,高压快充,,,,,,
20251119,886018.TI,高压氧舱,,,,,,
20251119,883976.TI,高商誉,,,,,,
20251119,883414.TI,高市净率,,,,,,
20251119,883412.TI,高市盈率,,,,,,
20251119,883439.TI,高应收账款股,,,,,,
20251119,883440.TI,高成长股,,,,,,
20251119,883970.TI,高毅持股(财报汇总),,,,,,
20251119,883937.TI,高比例质押,,,,,,
20251119,885427.TI,高端装备,,,,,,
20251119,886072.TI,高股息精选,,,,,,
20251119,883927.TI,高股息股,,,,,,
20251119,883926.TI,高贝塔值,,,,,,
20251119,883405.TI,高送转,,,,,,
20251119,884154.TI,高速公路,,,,,,
20251119,885562.TI,高铁,,,,,,
20251119,885923.TI,鸿蒙概念,,,,,,
20251119,885530.TI,黄金概念,,,,,,
20251119,881132.TI,黑色家电,,,,,,
20251119,882004.TI,黑龙江,,,,,,
20251119,885849.TI,黑龙江自贸区,,,,,,
20251119,883913.TI,龙虎榜指数,,,,,,
20251120,000029.SH,180价值,,,,,,
20251120,000028.SH,180成长,,,,,,
20251120,000021.SH,180治理,,,,,,
20251120,000018.SH,180金融,,,,,,
20251120,886106.TI,2025三季报预增,,,,,,
20251120,886104.TI,2025中报预增,,,,,,
20251120,000919.CSI,300价值,,,,,,
20251120,000915.CSI,300信息,,,,,,
20251120,000917.CSI,300公用,,,,,,
20251120,399913.SZ,300医药,,,,,,
20251120,000911.CSI,300可选,,,,,,
20251120,000910.CSI,300工业,,,,,,
20251120,000918.CSI,300成长,,,,,,
20251120,000909.CSI,300材料,,,,,,
20251120,000912.CSI,300消费,,,,,,
20251120,000908.CSI,300能源,,,,,,
20251120,000916.CSI,300通信,,,,,,
20251120,399914.SZ,300金融,,,,,,
20251120,000849.SH,300非银,,,,,,
20251120,885537.TI,3D打印,,,,,,
20251120,000858.SH,500信息,,,,,,
20251120,000857.SH,500医药,,,,,,
20251120,000854.SH,500原料,,,,,,
20251120,000856.SH,500工业,,,,,,
20251120,000802.SH,500沪市,,,,,,
20251120,000050.SH,50等权,,,,,,
20251120,885556.TI,5G,,,,,,
20251120,886037.TI,6G概念,,,,,,
20251120,399935.SZ,800信息,,,,,,
20251120,000937.CSI,800公用,,,,,,
20251120,399933.SZ,800医卫,,,,,,
20251120,000931.CSI,800可选,,,,,,
20251120,000930.CSI,800工业,,,,,,
20251120,000929.CSI,800材料,,,,,,
20251120,399932.SZ,800消费,,,,,,
20251120,399928.SZ,800能源,,,,,,
20251120,000936.CSI,800通信,,,,,,
20251120,399934.SZ,800金地,,,,,,
20251120,886071.TI,AI PC,,,,,,
20251120,886019.TI,AIGC概念,,,,,,
20251120,886070.TI,AI手机,,,,,,
20251120,886099.TI,AI智能体,,,,,,
20251120,886085.TI,AI眼镜,,,,,,
20251120,886074.TI,AI语料,,,,,,
20251120,000002.SH,A股指数,,,,,,
20251120,886053.TI,BC电池,,,,,,
20251120,000003.SH,B股指数,,,,,,
20251120,885888.TI,C2M概念,,,,,,
20251120,885927.TI,CRO概念,,,,,,
20251120,930701.CSI,CS京津冀,,,,,,
20251120,886031.TI,ChatGPT概念,,,,,,
20251120,885947.TI,DRG/DIP,,,,,,
20251120,886100.TI,DeepSeek概念,,,,,,
20251120,885943.TI,EDR概念,,,,,,
20251120,886039.TI,ERP概念,,,,,,
20251120,885861.TI,ETC,,,,,,
20251120,885998.TI,F5G概念,,,,,,
20251120,885878.TI,HJT电池,,,,,,
20251120,886095.TI,IP经济(谷子经济),,,,,,
20251120,399239.SZ,IT指数,,,,,,
20251120,881271.TI,IT服务,,,,,,
20251120,884095.TI,LED,,,,,,
20251120,885925.TI,MCU芯片,,,,,,
20251120,886040.TI,MLOps概念,,,,,,
20251120,886046.TI,MR(混合现实),,,,,,
20251120,704843.MSI,MSCI中国A股国际,,,,,,
20251120,885987.TI,MicroLED概念,,,,,,
20251120,885875.TI,MiniLED,,,,,,
20251120,885933.TI,NFT概念,,,,,,
20251120,885900.TI,NMN概念,,,,,,
20251120,885738.TI,OLED,,,,,,
20251120,885959.TI,PCB概念,,,,,,
20251120,886063.TI,PEEK材料,,,,,,
20251120,886020.TI,PET铜箔,,,,,,
20251120,885555.TI,PM2.5,,,,,,
20251120,886026.TI,POE胶膜,,,,,,
20251120,885690.TI,PPP概念,,,,,,
20251120,885931.TI,PVDF概念,,,,,,
20251120,883924.TI,QFII重仓,,,,,,
20251120,399017.SZ,SME创新,,,,,,
20251120,885699.TI,ST板块,,,,,,
20251120,886068.TI,Sora概念(文生视频),,,,,,
20251120,399610.SZ,TMT50,,,,,,
20251120,886007.TI,TOPCON电池,,,,,,
20251120,886017.TI,Web3.0,,,,,,
20251120,885940.TI,WiFi6,,,,,,
20251120,886000.TI,一体化压铸,,,,,,
20251120,883437.TI,一元股,,,,,,
20251120,885494.TI,一带一路,,,,,,
20251120,885540.TI,三胎概念,,,,,,
20251120,883984.TI,上市首五日,,,,,,
20251120,882027.TI,上海(除浦东),,,,,,
20251120,950096.CSI,上海国企,,,,,,
20251120,885493.TI,上海国企改革,,,,,,
20251120,950082.CSI,上海改革,,,,,,
20251120,885472.TI,上海自贸区,,,,,,
20251120,000132.SH,上证100,,,,,,
20251120,000133.SH,上证150,,,,,,
20251120,000010.SH,上证180,,,,,,
20251120,000009.SH,上证380,,,,,,
20251120,000016.SH,上证50,,,,,,
20251120,950580.SH,上证580,,,,,,
20251120,000094.SH,上证上游,,,,,,
20251120,000096.SH,上证下游,,,,,,
20251120,000046.SH,上证中小,,,,,,
20251120,000095.SH,上证中游,,,,,,
20251120,000044.SH,上证中盘,,,,,,
20251120,000047.SH,上证全指,,,,,,
20251120,000037.SH,上证医药,,,,,,
20251120,000063.SH,上证周期,,,,,,
20251120,000066.SH,上证商品,,,,,,
20251120,000056.SH,上证国企,,,,,,
20251120,000055.SH,上证地企,,,,,,
20251120,000042.SH,上证央企,,,,,,
20251120,000045.SH,上证小盘,,,,,,
20251120,000001.SH,上证指数,,,,,,
20251120,991001.TI,上证指数(旧),,,,,,
20251120,000888.SH,上证收益,,,,,,
20251120,000067.SH,上证新兴,,,,,,
20251120,000049.SH,上证民企,,,,,,
20251120,000062.SH,上证沪企,,,,,,
20251120,000090.SH,上证流通,,,,,,
20251120,000054.SH,上证海外,,,,,,
20251120,000036.SH,上证消费,,,,,,
20251120,000068.SH,上证资源,,,,,,
20251120,000038.SH,上证金融,,,,,,
20251120,000065.SH,上证龙头,,,,,,
20251120,884068.TI,专业工程,,,,,,
20251120,884257.TI,专业服务,,,,,,
20251120,884161.TI,专业连锁,,,,,,
20251120,881118.TI,专用设备,,,,,,
20251120,885929.TI,专精特新,,,,,,
20251120,885829.TI,丙烯酸,,,,,,
20251120,883936.TI,业绩扭亏,,,,,,
20251120,883935.TI,业绩预亏,,,,,,
20251120,885957.TI,东数西算(算力),,,,,,
20251120,885974.TI,两轮车,,,,,,
20251120,884271.TI,个护用品,,,,,,
20251120,885965.TI,中俄贸易概念,,,,,,
20251120,399422.SZ,中关村A,,,,,,
20251120,399612.SZ,中创100,,,,,,
20251120,399611.SZ,中创100R,,,,,,
20251120,399624.SZ,中创400,,,,,,
20251120,399625.SZ,中创500,,,,,,
20251120,886102.TI,中国AI 50,,,,,,
20251120,000020.SH,中型综指,,,,,,
20251120,885741.TI,中字头股票,,,,,,
20251120,399005.SZ,中小100,,,,,,
20251120,399333.SZ,中小100R,,,,,,
20251120,399008.SZ,中小300,,,,,,
20251120,399015.SZ,中小创新,,,,,,
20251120,399623.SZ,中小基础,,,,,,
20251120,399101.SZ,中小综指,,,,,,
20251120,885860.TI,中船系,,,,,,
20251120,885897.TI,中芯国际概念,,,,,,
20251120,881141.TI,中药,,,,,,
20251120,399852.SZ,中证1000,,,,,,
20251120,000904.CSI,中证200,,,,,,
20251120,399905.SZ,中证500,,,,,,
20251120,000907.CSI,中证700,,,,,,
20251120,000906.SH,中证800,,,,,,
20251120,399903.SZ,中证A100,,,,,,
20251120,930903.CSI,中证A股,,,,,,
20251120,000961.CSI,中证上游,,,,,,
20251120,399971.SZ,中证传媒,,,,,,
20251120,000985.CSI,中证全指,,,,,,
20251120,399967.SZ,中证军工,,,,,,
20251120,000902.CSI,中证流通,,,,,,
20251120,000827.SH,中证环保,,,,,,
20251120,000922.CSI,中证红利,,,,,,
20251120,000980.CSI,中证超大,,,,,,
20251120,399986.SZ,中证银行,,,,,,
20251120,885591.TI,中韩自贸区,,,,,,
20251120,885587.TI,举牌,,,,,,
20251120,399103.SZ,乐富指数,,,,,,
20251120,884099.TI,乘用车,,,,,,
20251120,885705.TI,乡村振兴,,,,,,
20251120,885462.TI,乳业,,,,,,
20251120,884125.TI,乳品,,,,,,
20251120,885881.TI,云办公,,,,,,
20251120,882032.TI,云南,,,,,,
20251120,885874.TI,云游戏,,,,,,
20251120,885362.TI,云计算,,,,,,
20251120,885767.TI,互联网保险,,,,,,
20251120,881177.TI,互联网电商,,,,,,
20251120,885456.TI,互联网金融,,,,,,
20251120,884203.TI,产业地产,,,,,,
20251120,885514.TI,京津冀一体化,,,,,,
20251120,884163.TI,人工景点,,,,,,
20251120,885728.TI,人工智能,,,,,,
20251120,886069.TI,人形机器人,,,,,,
20251120,885840.TI,人民币贬值受益,,,,,,
20251120,885759.TI,人脸识别,,,,,,
20251120,885839.TI,人造肉,,,,,,
20251120,885904.TI,代糖概念,,,,,,
20251120,884192.TI,仪器仪表,,,,,,
20251120,885856.TI,仿制药一致性评价,,,,,,
20251120,884233.TI,休闲食品,,,,,,
20251120,399698.SZ,优势成长,,,,,,
20251120,885946.TI,传感器,,,,,,
20251120,883960.TI,低价股,,,,,,
20251120,883415.TI,低市净率,,,,,,
20251120,883413.TI,低市盈率,,,,,,
20251120,886067.TI,低空经济,,,,,,
20251120,884202.TI,住宅开发,,,,,,
20251120,884243.TI,体外诊断,,,,,,
20251120,884258.TI,体育,,,,,,
20251120,885615.TI,体育产业,,,,,,
20251120,883403.TI,佛山,,,,,,
20251120,886016.TI,供销社,,,,,,
20251120,885964.TI,俄乌冲突概念,,,,,,
20251120,RTS.GI,俄罗斯RTS,,,,,,
20251120,881156.TI,保险,,,,,,
20251120,883934.TI,保险重仓,,,,,,
20251120,886013.TI,信创,,,,,,
20251120,885814.TI,信托概念,,,,,,
20251120,883923.TI,信托重仓,,,,,,
20251120,885921.TI,储能,,,,,,
20251120,881270.TI,元件,,,,,,
20251120,885934.TI,元宇宙,,,,,,
20251120,885461.TI,充电桩,,,,,,
20251120,883433.TI,先进制造,,,,,,
20251120,886009.TI,先进封装,,,,,,
20251120,884306.TI,光伏加工设备,,,,,,
20251120,885920.TI,光伏建筑一体化,,,,,,
20251120,885531.TI,光伏概念,,,,,,
20251120,884303.TI,光伏电池组件,,,,,,
20251120,881279.TI,光伏设备,,,,,,
20251120,884305.TI,光伏辅材,,,,,,
20251120,886054.TI,光刻机,,,,,,
20251120,885864.TI,光刻胶,,,,,,
20251120,884096.TI,光学元件,,,,,,
20251120,881122.TI,光学光电子,,,,,,
20251120,886011.TI,光热发电,,,,,,
20251120,886084.TI,光纤概念,,,,,,
20251120,885898.TI,免税店,,,,,,
20251120,000993.SH,全指信息,,,,,,
20251120,000991.SH,全指医药,,,,,,
20251120,000989.SH,全指可选,,,,,,
20251120,000988.CSI,全指工业,,,,,,
20251120,000987.SH,全指材料,,,,,,
20251120,000990.CSI,全指消费,,,,,,
20251120,000986.SH,全指能源,,,,,,
20251120,884200.TI,公交,,,,,,
20251120,399244.SZ,公共指数,,,,,,
20251120,000007.SH,公用指数,,,,,,
20251120,881149.TI,公路铁路运输,,,,,,
20251120,885747.TI,共享单车,,,,,,
20251120,885924.TI,共同富裕示范区,,,,,,
20251120,886033.TI,共封装光学(CPO),,,,,,
20251120,886101.TI,兵装重组概念,,,,,,
20251120,884082.TI,其他专用设备,,,,,,
20251120,884277.TI,其他养殖,,,,,,
20251120,884011.TI,其他农产品加工,,,,,,
20251120,884034.TI,其他化学制品,,,,,,
20251120,884025.TI,其他化学原料,,,,,,
20251120,884245.TI,其他医疗服务,,,,,,
20251120,884046.TI,其他塑料制品,,,,,,
20251120,884140.TI,其他家居用品,,,,,,
20251120,884186.TI,其他小金属,,,,,,
20251120,884062.TI,其他建材,,,,,,
20251120,884050.TI,其他橡胶制品,,,,,,
20251120,884292.TI,其他汽车零部件,,,,,,
20251120,884240.TI,其他生物制品,,,,,,
20251120,881123.TI,其他电子,,,,,,
20251120,884312.TI,其他电池,,,,,,
20251120,881282.TI,其他电源设备,,,,,,
20251120,881179.TI,其他社会服务,,,,,,
20251120,884003.TI,其他种植业,,,,,,
20251120,884044.TI,其他纤维,,,,,,
20251120,884132.TI,其他纺织,,,,,,
20251120,884221.TI,其他自动化设备,,,,,,
20251120,884207.TI,其他计算机设备,,,,,,
20251120,884106.TI,其他运输设备,,,,,,
20251120,884265.TI,其他通信设备,,,,,,
20251120,884074.TI,其他通用设备,,,,,,
20251120,884119.TI,其他酒类,,,,,,
20251120,884056.TI,其他金属新材料,,,,,,
20251120,884126.TI,其他食品,,,,,,
20251120,884118.TI,其他黑色家电,,,,,,
20251120,881102.TI,养殖业,,,,,,
20251120,885522.TI,养老概念,,,,,,
20251120,883442.TI,养老金持股,,,,,,
20251120,885808.TI,养鸡,,,,,,
20251120,882020.TI,内蒙古,,,,,,
20251120,885700.TI,军工,,,,,,
20251120,886076.TI,军工信息化,,,,,,
20251120,881276.TI,军工电子,,,,,,
20251120,881166.TI,军工装备,,,,,,
20251120,885743.TI,军民融合,,,,,,
20251120,885812.TI,农业种植,,,,,,
20251120,884012.TI,农业综合,,,,,,
20251120,881103.TI,农产品加工,,,,,,
20251120,881263.TI,农化制品,,,,,,
20251120,884252.TI,农商行,,,,,,
20251120,885706.TI,农机,,,,,,
20251120,885629.TI,农村电商,,,,,,
20251120,399231.SZ,农林指数,,,,,,
20251120,884078.TI,农用机械,,,,,,
20251120,884028.TI,农药,,,,,,
20251120,884112.TI,冰洗,,,,,,
20251120,885825.TI,冰雪产业,,,,,,
20251120,884214.TI,冶钢原料,,,,,,
20251120,885502.TI,冷链物流,,,,,,
20251120,885961.TI,净水概念,,,,,,
20251120,883420.TI,减持新规(不可减持),,,,,,
20251120,883921.TI,减持计划,,,,,,
20251120,886051.TI,减肥药,,,,,,
20251120,886008.TI,减速器,,,,,,
20251120,884176.TI,出版,,,,,,
20251120,399354.SZ,分析师指,,,,,,
20251120,884090.TI,分立器件,,,,,,
20251120,399019.SZ,创业200,,,,,,
20251120,399012.SZ,创业300,,,,,,
20251120,399018.SZ,创业创新,,,,,,
20251120,399640.SZ,创业基础,,,,,,
20251120,399020.SZ,创业小盘,,,,,,
20251120,399673.SZ,创业板50,,,,,,
20251120,399606.SZ,创业板R,,,,,,
20251120,470006.SZ,创业板R(港币)(CNH),,,,,,
20251120,470007.SZ,创业板R(美元)(CNH),,,,,,
20251120,399006.SZ,创业板指,,,,,,
20251120,970006.SZ,创业板指(港币)(CNH),,,,,,
20251120,970007.SZ,创业板指(美元)(CNH),,,,,,
20251120,399102.SZ,创业板综,,,,,,
20251120,883424.TI,创业科创板昨日涨停,,,,,,
20251120,883911.TI,创历史新高,,,,,,
20251120,885413.TI,创投,,,,,,
20251120,399050.SZ,创新引擎,,,,,,
20251120,886015.TI,创新药,,,,,,
20251120,399269.SZ,创质量,,,,,,
20251120,884073.TI,制冷空调设备,,,,,,
20251120,399233.SZ,制造指数,,,,,,
20251120,883928.TI,券商重仓,,,,,,
20251120,885944.TI,动力电池回收,,,,,,
20251120,884013.TI,动物保健,,,,,,
20251120,885846.TI,动物疫苗,,,,,,
20251120,884236.TI,包装,,,,,,
20251120,881138.TI,包装印刷,,,,,,
20251120,885740.TI,化债概念(AMC概念),,,,,,
20251120,884272.TI,化妆品,,,,,,
20251120,884144.TI,化学制剂,,,,,,
20251120,881109.TI,化学制品,,,,,,
20251120,881140.TI,化学制药,,,,,,
20251120,881108.TI,化学原料,,,,,,
20251120,881264.TI,化学纤维,,,,,,
20251120,885967.TI,化肥,,,,,,
20251120,882002.TI,北京,,,,,,
20251120,931023.CSI,北京50,,,,,,
20251120,899050.BJ,北证50,,,,,,
20251120,885757.TI,区块链,,,,,,
20251120,399286.SZ,区块链50,,,,,,
20251120,881144.TI,医疗器械,,,,,,
20251120,885539.TI,医疗器械概念,,,,,,
20251120,885883.TI,医疗废物处理,,,,,,
20251120,881175.TI,医疗服务,,,,,,
20251120,884244.TI,医疗研发外包,,,,,,
20251120,884273.TI,医疗美容,,,,,,
20251120,884242.TI,医疗耗材,,,,,,
20251120,884145.TI,医疗设备,,,,,,
20251120,885913.TI,医美概念,,,,,,
20251120,883435.TI,医药医疗,,,,,,
20251120,881143.TI,医药商业,,,,,,
20251120,884199.TI,医药流通,,,,,,
20251120,885661.TI,医药电商,,,,,,
20251120,884301.TI,医院,,,,,,
20251120,881121.TI,半导体,,,,,,
20251120,884091.TI,半导体材料,,,,,,
